accuracy,precision,recall,f1,model,mechanism,rate,imputation
0.9043227665706052,0.901833234772324,1.0,0.9483830845771144,RandomForest,MCAR,0.3,Mean
0.9002881844380404,0.953083109919571,0.9324590163934426,0.9426582698044415,KNN,MCAR,0.3,Mean
0.9498559077809798,0.962082262210797,0.981639344262295,0.9717624148003895,MLP,MCAR,0.3,Mean
0.8789625360230547,0.8789625360230547,1.0,0.9355828220858896,CNN,MCAR,0.3,Mean
0.8536023054755043,0.927946127946128,0.9036065573770492,0.9156146179401994,Transformer,MCAR,0.3,Mean
0.9982708933717579,0.9980366492146597,1.0,0.9990173599737963,RandomForest,MCAR,0.3,KNN
0.9988472622478386,0.999344262295082,0.999344262295082,0.999344262295082,KNN,MCAR,0.3,KNN
0.9988472622478386,0.999344262295082,0.999344262295082,0.999344262295082,MLP,MCAR,0.3,KNN
0.8789625360230547,0.8789625360230547,1.0,0.9355828220858896,CNN,MCAR,0.3,KNN
0.9936599423631124,0.9934810951760105,0.999344262295082,0.9964040536122916,Transformer,MCAR,0.3,KNN
0.9913544668587896,0.9908972691807543,0.999344262295082,0.9951028403525954,RandomForest,MCAR,0.3,MICE
0.9556195965417867,0.9744429882044561,0.9750819672131148,0.9747623729924615,KNN,MCAR,0.3,MICE
0.90835734870317,0.9621109607577808,0.9324590163934426,0.9470529470529471,MLP,MCAR,0.3,MICE
0.8789625360230547,0.8789625360230547,1.0,0.9355828220858896,CNN,MCAR,0.3,MICE
0.8046109510086455,0.9604037267080745,0.8111475409836065,0.8794880910060434,Transformer,MCAR,0.3,MICE
0.8789625360230547,0.8789625360230547,1.0,0.9355828220858896,RandomForest,MCAR,0.3,AE
0.8311239193083574,0.8816604708798017,0.9331147540983606,0.9066581713921631,KNN,MCAR,0.3,AE
0.8432276657060519,0.8794669897032101,0.9521311475409836,0.9143576826196473,MLP,MCAR,0.3,AE
0.8789625360230547,0.8789625360230547,1.0,0.9355828220858896,CNN,MCAR,0.3,AE
0.5423631123919308,0.907469342251951,0.5337704918032787,0.6721717588769612,Transformer,MCAR,0.3,AE
0.8801152737752161,0.8799769186381996,1.0,0.9361571516267649,RandomForest,MCAR,0.5,Zero
0.8778097982708933,0.8788228505481823,0.9986885245901639,0.9349294045426643,KNN,MCAR,0.5,Zero
0.8478386167146974,0.8782243551289742,0.96,0.9172932330827067,MLP,MCAR,0.5,Zero
0.8789625360230547,0.8789625360230547,1.0,0.9355828220858896,CNN,MCAR,0.5,Zero
0.12103746397694524,0.0,0.0,0.0,Transformer,MCAR,0.5,Zero
0.8789625360230547,0.8789625360230547,1.0,0.9355828220858896,RandomForest,MCAR,0.5,Mean
0.8311239193083574,0.9375,0.8655737704918033,0.9001022843504943,KNN,MCAR,0.5,Mean
0.90835734870317,0.9274092615769712,0.9718032786885246,0.9490874159462056,MLP,MCAR,0.5,Mean
0.8789625360230547,0.8789625360230547,1.0,0.9355828220858896,CNN,MCAR,0.5,Mean
0.7746397694524496,0.900990099009901,0.8354098360655737,0.8669615515481456,Transformer,MCAR,0.5,Mean
0.9971181556195965,0.9973821989528796,0.999344262295082,0.9983622666229938,RandomForest,MCAR,0.5,KNN
0.9982708933717579,0.9993438320209974,0.9986885245901639,0.9990160708428993,KNN,MCAR,0.5,KNN
0.9982708933717579,0.9986893840104849,0.999344262295082,0.9990167158308751,MLP,MCAR,0.5,KNN
0.8789625360230547,0.8789625360230547,1.0,0.9355828220858896,CNN,MCAR,0.5,KNN
0.9948126801152738,0.9947780678851175,0.999344262295082,0.9970559371933267,Transformer,MCAR,0.5,KNN
0.9377521613832853,0.9338640538885487,1.0,0.9658011399620012,RandomForest,MCAR,0.5,MICE
0.9048991354466859,0.9461942257217848,0.9455737704918032,0.9458838963594621,KNN,MCAR,0.5,MICE
0.8247838616714698,0.9320594479830149,0.8636065573770492,0.8965282505105514,MLP,MCAR,0.5,MICE
0.8789625360230547,0.8789625360230547,1.0,0.9355828220858896,CNN,MCAR,0.5,MICE
0.6536023054755044,0.9425287356321839,0.6452459016393443,0.7660568314519268,Transformer,MCAR,0.5,MICE
0.8789625360230547,0.8789625360230547,1.0,0.9355828220858896,RandomForest,MCAR,0.5,AE
0.8051873198847262,0.8802049967969251,0.9009836065573771,0.8904731043421905,KNN,MCAR,0.5,AE
0.861671469740634,0.8822129684711482,0.9724590163934427,0.9251403618215845,MLP,MCAR,0.5,AE
0.8789625360230547,0.8789625360230547,1.0,0.9355828220858896,CNN,MCAR,0.5,AE
0.3654178674351585,0.8897058823529411,0.3173770491803279,0.4678588690188497,Transformer,MCAR,0.5,AE
0.8789625360230547,0.8789625360230547,1.0,0.9355828220858896,RandomForest,MCAR,0.7,Zero
0.8789625360230547,0.8789625360230547,1.0,0.9355828220858896,KNN,MCAR,0.7,Zero
0.8737752161383285,0.8792102206736353,0.9927868852459016,0.9325531259624269,MLP,MCAR,0.7,Zero
0.8789625360230547,0.8789625360230547,1.0,0.9355828220858896,CNN,MCAR,0.7,Zero
0.12103746397694524,0.0,0.0,0.0,Transformer,MCAR,0.7,Zero
0.8789625360230547,0.8789625360230547,1.0,0.9355828220858896,RandomForest,MCAR,0.7,Mean
0.839193083573487,0.9142287234042553,0.9016393442622951,0.9078903928689337,KNN,MCAR,0.7,Mean
0.8829971181556195,0.9085290482076638,0.9639344262295082,0.9354120267260579,MLP,MCAR,0.7,Mean
0.8789625360230547,0.8789625360230547,1.0,0.9355828220858896,CNN,MCAR,0.7,Mean
0.7804034582132565,0.8823529411764706,0.8655737704918033,0.8738828202581926,Transformer,MCAR,0.7,Mean
0.9976945244956772,0.9980353634577603,0.999344262295082,0.9986893840104849,RandomForest,MCAR,0.7,KNN
0.9988472622478386,0.999344262295082,0.999344262295082,0.999344262295082,KNN,MCAR,0.7,KNN
1.0,1.0,1.0,1.0,MLP,MCAR,0.7,KNN
0.8789625360230547,0.8789625360230547,1.0,0.9355828220858896,CNN,MCAR,0.7,KNN
0.9959654178674352,0.996078431372549,0.999344262295082,0.997708674304419,Transformer,MCAR,0.7,KNN
0.8876080691642652,0.8866279069767442,1.0,0.9399075500770416,RandomForest,MCAR,0.7,MICE
0.8426512968299712,0.9293552812071331,0.8885245901639345,0.9084813945692256,KNN,MCAR,0.7,MICE
0.7538904899135447,0.9134036144578314,0.7954098360655738,0.8503329828250964,MLP,MCAR,0.7,MICE
0.8789625360230547,0.8789625360230547,1.0,0.9355828220858896,CNN,MCAR,0.7,MICE
0.5181556195965418,0.9258343634116193,0.4911475409836066,0.6418166238217652,Transformer,MCAR,0.7,MICE
0.8789625360230547,0.8789625360230547,1.0,0.9355828220858896,RandomForest,MCAR,0.7,AE
0.7319884726224783,0.8711484593837535,0.8157377049180328,0.8425330172705723,KNN,MCAR,0.7,AE
0.8760806916426513,0.8799303944315545,0.9947540983606558,0.9338257925515543,MLP,MCAR,0.7,AE
0.8789625360230547,0.8789625360230547,1.0,0.9355828220858896,CNN,MCAR,0.7,AE
0.22247838616714696,0.8548387096774194,0.13901639344262295,0.23914269599548788,Transformer,MCAR,0.7,AE
0.9982708933717579,0.9980366492146597,1.0,0.9990173599737963,RandomForest,MAR,0.1,Zero
0.9463976945244956,0.9685863874345549,0.9704918032786886,0.9695381591876843,KNN,MAR,0.1,Zero
0.9216138328530259,0.9489334195216548,0.9626229508196721,0.9557291666666666,MLP,MAR,0.1,Zero
0.8789625360230547,0.8789625360230547,1.0,0.9355828220858896,CNN,MAR,0.1,Zero
0.6922190201729107,0.9815354713313897,0.6622950819672131,0.7909162098668755,Transformer,MAR,0.1,Zero
0.9988472622478386,0.9986902423051736,1.0,0.9993446920052425,RandomForest,MAR,0.1,Mean
0.9976945244956772,1.0,0.9973770491803279,0.9986868023637557,KNN,MAR,0.1,Mean
0.9988472622478386,1.0,0.9986885245901639,0.9993438320209974,MLP,MAR,0.1,Mean
0.8789625360230547,0.8789625360230547,1.0,0.9355828220858896,CNN,MAR,0.1,Mean
0.98328530259366,0.9895287958115183,0.9914754098360655,0.990501146413364,Transformer,MAR,0.1,Mean
0.9988472622478386,0.9986902423051736,1.0,0.9993446920052425,RandomForest,MAR,0.1,KNN
0.9976945244956772,0.9993434011818779,0.9980327868852459,0.9986876640419947,KNN,MAR,0.1,KNN
1.0,1.0,1.0,1.0,MLP,MAR,0.1,KNN
0.8789625360230547,0.8789625360230547,1.0,0.9355828220858896,CNN,MAR,0.1,KNN
0.9913544668587896,0.9908972691807543,0.999344262295082,0.9951028403525954,Transformer,MAR,0.1,KNN
0.9988472622478386,0.9986902423051736,1.0,0.9993446920052425,RandomForest,MAR,0.1,MICE
0.9976945244956772,0.9993434011818779,0.9980327868852459,0.9986876640419947,KNN,MAR,0.1,MICE
0.9994236311239193,0.9993446920052425,1.0,0.9996722386102918,MLP,MAR,0.1,MICE
0.8789625360230547,0.8789625360230547,1.0,0.9355828220858896,CNN,MAR,0.1,MICE
0.9890489913544669,0.9908735332464146,0.9967213114754099,0.9937888198757764,Transformer,MAR,0.1,MICE
0.8789625360230547,0.8789625360230547,1.0,0.9355828220858896,RandomForest,MAR,0.1,AE
0.8760806916426513,0.8808139534883721,0.9934426229508196,0.9337442218798151,KNN,MAR,0.1,AE
0.8766570605187319,0.878682842287695,0.9973770491803279,0.9342751842751843,MLP,MAR,0.1,AE
0.8789625360230547,0.8789625360230547,1.0,0.9355828220858896,CNN,MAR,0.1,AE
0.6484149855907781,0.8710462287104623,0.7042622950819672,0.7788252356780275,Transformer,MAR,0.1,AE
0.9982708933717579,0.9980366492146597,1.0,0.9990173599737963,RandomForest,MAR,0.2,Zero
0.9054755043227666,0.9521594684385382,0.939672131147541,0.9458745874587459,KNN,MAR,0.2,Zero
0.885878962536023,0.9266881028938907,0.9449180327868852,0.9357142857142857,MLP,MAR,0.2,Zero
0.8789625360230547,0.8789625360230547,1.0,0.9355828220858896,CNN,MAR,0.2,Zero
0.5342939481268012,0.9812080536912752,0.479344262295082,0.6440528634361233,Transformer,MAR,0.2,Zero
0.9982708933717579,0.9980366492146597,1.0,0.9990173599737963,RandomForest,MAR,0.2,Mean
0.9971181556195965,1.0,0.9967213114754099,0.9983579638752053,KNN,MAR,0.2,Mean
0.9976945244956772,0.9993434011818779,0.9980327868852459,0.9986876640419947,MLP,MAR,0.2,Mean
0.8789625360230547,0.8789625360230547,1.0,0.9355828220858896,CNN,MAR,0.2,Mean
0.9694524495677234,0.9854881266490765,0.979672131147541,0.9825715225254851,Transformer,MAR,0.2,Mean
0.9982708933717579,0.9986893840104849,0.999344262295082,0.9990167158308751,RandomForest,MAR,0.2,KNN
0.9982708933717579,1.0,0.9980327868852459,0.9990154250082048,KNN,MAR,0.2,KNN
1.0,1.0,1.0,1.0,MLP,MAR,0.2,KNN
0.8789625360230547,0.8789625360230547,1.0,0.9355828220858896,CNN,MAR,0.2,KNN
0.9919308357348703,0.9915419648666233,0.999344262295082,0.9954278249510125,Transformer,MAR,0.2,KNN
0.9988472622478386,0.9986902423051736,1.0,0.9993446920052425,RandomForest,MAR,0.2,MICE
0.9971181556195965,0.9986876640419947,0.9980327868852459,0.9983601180714988,KNN,MAR,0.2,MICE
0.9988472622478386,0.999344262295082,0.999344262295082,0.999344262295082,MLP,MAR,0.2,MICE
0.8789625360230547,0.8789625360230547,1.0,0.9355828220858896,CNN,MAR,0.2,MICE
0.9838616714697407,0.9888961463096015,0.9927868852459016,0.9908376963350786,Transformer,MAR,0.2,MICE
0.8789625360230547,0.8789625360230547,1.0,0.9355828220858896,RandomForest,MAR,0.2,AE
0.8731988472622478,0.8795811518324608,0.9914754098360655,0.9321824907521579,KNN,MAR,0.2,AE
0.8772334293948126,0.8791907514450867,0.9973770491803279,0.9345622119815669,MLP,MAR,0.2,AE
0.8789625360230547,0.8789625360230547,1.0,0.9355828220858896,CNN,MAR,0.2,AE
0.6553314121037463,0.8728881737731295,0.7114754098360656,0.7839595375722543,Transformer,MAR,0.2,AE
0.9976945244956772,0.9973839110529757,1.0,0.9986902423051736,RandomForest,MAR,0.3,Zero
0.878386167146974,0.933377308707124,0.9278688524590164,0.9306149292995725,KNN,MAR,0.3,Zero
0.8720461095100864,0.9168266154830454,0.939672131147541,0.9281088082901554,MLP,MAR,0.3,Zero
0.8789625360230547,0.8789625360230547,1.0,0.9355828220858896,CNN,MAR,0.3,Zero
0.43515850144092216,0.9927667269439421,0.36,0.5283926852743022,Transformer,MAR,0.3,Zero
0.9971181556195965,0.9967320261437909,1.0,0.9983633387888707,RandomForest,MAR,0.3,Mean
0.9942363112391931,0.999340804218853,0.9940983606557378,0.9967126890203813,KNN,MAR,0.3,Mean
0.9942363112391931,0.9960707269155207,0.9973770491803279,0.9967234600262124,MLP,MAR,0.3,Mean
0.8789625360230547,0.8789625360230547,1.0,0.9355828220858896,CNN,MAR,0.3,Mean
0.9579250720461095,0.980794701986755,0.9711475409836066,0.9759472817133443,Transformer,MAR,0.3,Mean
0.9988472622478386,0.9986902423051736,1.0,0.9993446920052425,RandomForest,MAR,0.3,KNN
0.9982708933717579,1.0,0.9980327868852459,0.9990154250082048,KNN,MAR,0.3,KNN
0.9994236311239193,0.9993446920052425,1.0,0.9996722386102918,MLP,MAR,0.3,KNN
0.8789625360230547,0.8789625360230547,1.0,0.9355828220858896,CNN,MAR,0.3,KNN
0.9919308357348703,0.9915419648666233,0.999344262295082,0.9954278249510125,Transformer,MAR,0.3,KNN
0.9982708933717579,0.9986893840104849,0.999344262295082,0.9990167158308751,RandomForest,MAR,0.3,MICE
0.9959654178674352,0.9980314960629921,0.9973770491803279,0.9977041653000984,KNN,MAR,0.3,MICE
0.9948126801152738,0.9980289093298291,0.9960655737704918,0.9970462750246144,MLP,MAR,0.3,MICE
0.8789625360230547,0.8789625360230547,1.0,0.9355828220858896,CNN,MAR,0.3,MICE
0.9763688760806917,0.9875164257555847,0.9855737704918033,0.9865441417787988,Transformer,MAR,0.3,MICE
0.8789625360230547,0.8789625360230547,1.0,0.9355828220858896,RandomForest,MAR,0.3,AE
0.8749279538904899,0.8815635939323221,0.9908196721311475,0.9330040135844396,KNN,MAR,0.3,AE
0.8755043227665706,0.8798607080673244,0.9940983606557378,0.9334975369458128,MLP,MAR,0.3,AE
0.8789625360230547,0.8789625360230547,1.0,0.9355828220858896,CNN,MAR,0.3,AE
0.6680115273775216,0.8842105263157894,0.7160655737704918,0.7913043478260869,Transformer,MAR,0.3,AE
0.9930835734870317,0.9921925829538061,1.0,0.9960809928151535,RandomForest,MAR,0.5,Zero
0.839193083573487,0.9114927344782034,0.9049180327868852,0.9081934846989141,KNN,MAR,0.5,Zero
0.8472622478386167,0.9022988505747126,0.9265573770491803,0.9142672274344872,MLP,MAR,0.5,Zero
0.8789625360230547,0.8789625360230547,1.0,0.9355828220858896,CNN,MAR,0.5,Zero
0.323342939481268,0.9971671388101983,0.23081967213114754,0.37486687965921195,Transformer,MAR,0.5,Zero
0.9953890489913545,0.9954278249510125,0.999344262295082,0.9973821989528796,RandomForest,MAR,0.5,Mean
0.9902017291066283,0.9960526315789474,0.9927868852459016,0.9944170771756978,KNN,MAR,0.5,Mean
0.9896253602305476,0.9902407286922577,0.9980327868852459,0.9941214892227302,MLP,MAR,0.5,Mean
0.8789625360230547,0.8789625360230547,1.0,0.9355828220858896,CNN,MAR,0.5,Mean
0.9371757925072046,0.9707446808510638,0.9573770491803278,0.9640145262462859,Transformer,MAR,0.5,Mean
0.9988472622478386,0.9986902423051736,1.0,0.9993446920052425,RandomForest,MAR,0.5,KNN
0.9982708933717579,1.0,0.9980327868852459,0.9990154250082048,KNN,MAR,0.5,KNN
0.9994236311239193,0.9993446920052425,1.0,0.9996722386102918,MLP,MAR,0.5,KNN
0.8789625360230547,0.8789625360230547,1.0,0.9355828220858896,CNN,MAR,0.5,KNN
0.9919308357348703,0.9915419648666233,0.999344262295082,0.9954278249510125,Transformer,MAR,0.5,KNN
0.9982708933717579,0.9980366492146597,1.0,0.9990173599737963,RandomForest,MAR,0.5,MICE
0.9907780979827089,0.9947540983606558,0.9947540983606558,0.9947540983606558,KNN,MAR,0.5,MICE
0.9878962536023055,0.996042216358839,0.9901639344262295,0.9930943768497205,MLP,MAR,0.5,MICE
0.8789625360230547,0.8789625360230547,1.0,0.9355828220858896,CNN,MAR,0.5,MICE
0.9602305475504322,0.9840425531914894,0.9704918032786886,0.9772202046880158,Transformer,MAR,0.5,MICE
0.8789625360230547,0.8789625360230547,1.0,0.9355828220858896,RandomForest,MAR,0.5,AE
0.8760806916426513,0.8817016317016317,0.9921311475409836,0.933662449861154,KNN,MAR,0.5,AE
0.8743515850144092,0.8801628853984875,0.9921311475409836,0.9327990135635018,MLP,MAR,0.5,AE
0.8789625360230547,0.8789625360230547,1.0,0.9355828220858896,CNN,MAR,0.5,AE
0.6720461095100865,0.8943894389438944,0.7108196721311475,0.7921081476068689,Transformer,MAR,0.5,AE
0.9821325648414986,0.9800771208226221,1.0,0.9899383317104836,RandomForest,MAR,0.7,Zero
0.8317002881844381,0.9021526418786693,0.9068852459016393,0.9045127534336167,KNN,MAR,0.7,Zero
0.8253602305475505,0.8911651728553137,0.9127868852459017,0.901846452866861,MLP,MAR,0.7,Zero
0.8789625360230547,0.8789625360230547,1.0,0.9355828220858896,CNN,MAR,0.7,Zero
0.2564841498559078,1.0,0.1540983606557377,0.26704545454545453,Transformer,MAR,0.7,Zero
0.9878962536023055,0.9870466321243523,0.999344262295082,0.9931573802541545,RandomForest,MAR,0.7,Mean
0.9873198847262248,0.9947333772218565,0.9908196721311475,0.992772667542707,KNN,MAR,0.7,Mean
0.9815561959654179,0.982546864899806,0.9967213114754099,0.9895833333333334,MLP,MAR,0.7,Mean
0.8789625360230547,0.8789625360230547,1.0,0.9355828220858896,CNN,MAR,0.7,Mean
0.9256484149855908,0.9622516556291391,0.9527868852459016,0.957495881383855,Transformer,MAR,0.7,Mean
0.9988472622478386,0.9986902423051736,1.0,0.9993446920052425,RandomForest,MAR,0.7,KNN
0.9976945244956772,1.0,0.9973770491803279,0.9986868023637557,KNN,MAR,0.7,KNN
0.9994236311239193,0.9993446920052425,1.0,0.9996722386102918,MLP,MAR,0.7,KNN
0.8789625360230547,0.8789625360230547,1.0,0.9355828220858896,CNN,MAR,0.7,KNN
0.9919308357348703,0.9915419648666233,0.999344262295082,0.9954278249510125,Transformer,MAR,0.7,KNN
0.9982708933717579,0.9980366492146597,1.0,0.9990173599737963,RandomForest,MAR,0.7,MICE
0.9896253602305476,0.9934512115258677,0.9947540983606558,0.9941022280471822,KNN,MAR,0.7,MICE
0.9792507204610951,0.9920687376074026,0.9842622950819672,0.9881500987491771,MLP,MAR,0.7,MICE
0.8789625360230547,0.8789625360230547,1.0,0.9355828220858896,CNN,MAR,0.7,MICE
0.9394812680115274,0.9797297297297297,0.9508196721311475,0.9650582362728786,Transformer,MAR,0.7,MICE
0.8789625360230547,0.8789625360230547,1.0,0.9355828220858896,RandomForest,MAR,0.7,AE
0.8737752161383285,0.8827667057444314,0.9875409836065574,0.9322191272051996,KNN,MAR,0.7,AE
0.8755043227665706,0.8807446189645143,0.9927868852459016,0.9334155363748459,MLP,MAR,0.7,AE
0.8789625360230547,0.8789625360230547,1.0,0.9355828220858896,CNN,MAR,0.7,AE
0.6651296829971182,0.9,0.6963934426229508,0.7852125693160813,Transformer,MAR,0.7,AE
0.9982708933717579,0.9980366492146597,1.0,0.9990173599737963,RandomForest,MNAR,0.1,Zero
0.9659942363112392,0.9797120418848168,0.981639344262295,0.9806747461513265,KNN,MNAR,0.1,Zero
0.9463976945244956,0.9637305699481865,0.9757377049180328,0.9696969696969697,MLP,MNAR,0.1,Zero
0.8789625360230547,0.8789625360230547,1.0,0.9355828220858896,CNN,MNAR,0.1,Zero
0.7481268011527378,0.980565371024735,0.7278688524590164,0.8355287918705306,Transformer,MNAR,0.1,Zero
0.9988472622478386,0.9986902423051736,1.0,0.9993446920052425,RandomForest,MNAR,0.1,Mean
0.9982708933717579,1.0,0.9980327868852459,0.9990154250082048,KNN,MNAR,0.1,Mean
1.0,1.0,1.0,1.0,MLP,MNAR,0.1,Mean
0.8789625360230547,0.8789625360230547,1.0,0.9355828220858896,CNN,MNAR,0.1,Mean
0.9878962536023055,0.9895833333333334,0.9967213114754099,0.9931394968964391,Transformer,MNAR,0.1,Mean
0.9988472622478386,0.9986902423051736,1.0,0.9993446920052425,RandomForest,MNAR,0.1,KNN
0.9976945244956772,0.9993434011818779,0.9980327868852459,0.9986876640419947,KNN,MNAR,0.1,KNN
1.0,1.0,1.0,1.0,MLP,MNAR,0.1,KNN
0.8789625360230547,0.8789625360230547,1.0,0.9355828220858896,CNN,MNAR,0.1,KNN
0.9919308357348703,0.9915419648666233,0.999344262295082,0.9954278249510125,Transformer,MNAR,0.1,KNN
0.9988472622478386,0.9986902423051736,1.0,0.9993446920052425,RandomForest,MNAR,0.1,MICE
0.9976945244956772,0.9993434011818779,0.9980327868852459,0.9986876640419947,KNN,MNAR,0.1,MICE
0.9988472622478386,1.0,0.9986885245901639,0.9993438320209974,MLP,MNAR,0.1,MICE
0.8789625360230547,0.8789625360230547,1.0,0.9355828220858896,CNN,MNAR,0.1,MICE
0.9902017291066283,0.9902470741222367,0.9986885245901639,0.9944498857329416,Transformer,MNAR,0.1,MICE
0.8789625360230547,0.8789625360230547,1.0,0.9355828220858896,RandomForest,MNAR,0.1,AE
0.8760806916426513,0.8803716608594657,0.9940983606557378,0.9337850323375424,KNN,MNAR,0.1,AE
0.8778097982708933,0.8792605430387059,0.9980327868852459,0.9348894348894349,MLP,MNAR,0.1,AE
0.8789625360230547,0.8789625360230547,1.0,0.9355828220858896,CNN,MNAR,0.1,AE
0.6478386167146974,0.8752052545155994,0.6990163934426229,0.7772511848341233,Transformer,MNAR,0.1,AE
0.9982708933717579,0.9980366492146597,1.0,0.9990173599737963,RandomForest,MNAR,0.2,Zero
0.9389048991354467,0.9658568614576494,0.9645901639344262,0.9652230971128609,KNN,MNAR,0.2,Zero
0.9152737752161383,0.9394132653061225,0.9659016393442623,0.9524733268671193,MLP,MNAR,0.2,Zero
0.8789625360230547,0.8789625360230547,1.0,0.9355828220858896,CNN,MNAR,0.2,Zero
